product_i,name_i,product_j,name_j,weighted_similarity
8426,Cranes and Cranes and derricks,8481,"Valves and Taps, cocks, valves and similar appliances",0.5156
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",8517,Telephones and other communication apparatus,0.5155
8481,"Valves and Taps, cocks, valves and similar appliances",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.5149
8542,Electronic integrated circuits and Parts of electronic integrated circuits,8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.5145
5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.5143
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.5143
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8466,Machine-tools: parts and accessories,0.5143
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",0.5141
8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.514
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8518,"Microphones and stands therefor, Loudspeakers, and others",0.5139
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",0.5135
8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",8902,"Fishing vessels, factory ships and other vessels: for processing or preserving fishery products",0.5133
6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",8415,Air conditioning machines,0.5133
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",0.5129
8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.5127
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8474,"Machines: mineral sorting, crushing and mixing",0.5127
8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",8906,Vessels: warships and other,0.5122
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.5121
8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.512
8518,"Microphones and stands therefor, Loudspeakers, and others",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.512
8544,"Insulated electric conductors: winding wire, co-axial cable and other co-axial electric conductors, and others",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.5119
8409,"Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines), parts, and others",8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.5117
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.5117
3402,Organic surface-active agents and Washing and cleaning preparations,8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.5114
9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.5113
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8479,"Machinery and mechanical appliances, Machinery, Machines and Machines and mechanical appliances",0.5112
2106,Protein and Food preparations,8534,Circuits: printed,0.5111
8486,"Machines for semiconductor, flat panel display and mask manufacture",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.5104
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,7616,Aluminium: nails and articles,0.5102
8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",9402,Chairs and Furniture,0.5098
2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (egg bituminous mastics, cut-backs)",6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",0.5096
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.5096
8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.5094
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.5093
7326,"Iron or steel: grinding balls and similar articles for mills, articles and wire articles",8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",0.5087
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",0.5087
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,9402,Chairs and Furniture,0.5081
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.508
8415,Air conditioning machines,8465,"Machine-tools: for working wood, cork, bone, hard rubber",0.5078
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8517,Telephones and other communication apparatus,0.5075
9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.5073
8415,Air conditioning machines,9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.5072
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.5068
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8474,"Machines: mineral sorting, crushing and mixing",0.5067
8415,Air conditioning machines,8538,Electrical apparatus: parts for switchboards and control panels,0.5064
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",8903,"Yachts and other vessels, Sailboats and Motorboats: for pleasure or sports",0.5063
8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.506
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.506
8486,"Machines for semiconductor, flat panel display and mask manufacture",9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.5057
8534,Circuits: printed,9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.5057
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",0.5054
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.5054
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",9402,Chairs and Furniture,0.5051
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",8538,Electrical apparatus: parts for switchboards and control panels,0.5049
6306,"Tarpaulins, awnings and sunblinds, Tents, Sails, Pneumatic mattresses and Sailboards, landcraft or camping goods",9401,Seats and Seat,0.5049
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",9406,Buildings: prefabricated,0.5049
0305,Fish meal and Fish,1604,"Fish preparations: salmon, herrings, sardines, tunas, mackerel, anchovies, fish prepared or preserved, fish minced or in forms, and others",0.5043
8486,"Machines for semiconductor, flat panel display and mask manufacture",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.5039
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.5039
8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.5036
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.5036
8422,Dish washing machines and Machinery,9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.5035
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.5033
8517,Telephones and other communication apparatus,9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.5027
8534,Circuits: printed,8538,Electrical apparatus: parts for switchboards and control panels,0.5025
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",4901,"Printed matter: in single sheets, dictionaries and books",0.5023
8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",8538,Electrical apparatus: parts for switchboards and control panels,0.5023
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",9402,Chairs and Furniture,0.5021
8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.502
2203,Beer: made from malt,3401,"Soap and organic surface-active products, Soap, and others",0.502
3920,"Plastics: sheets, film, foil and strip (not self-adhesive), laminated, supported or similarly combined with other materials",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.5017
8529,Aerials and parts for transmission or reception apparatus,9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.501
8474,"Machines: mineral sorting, crushing and mixing",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.501
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8466,Machine-tools: parts and accessories,0.5007
8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.5005
8421,Centrifuges and Machinery,8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",0.5004
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8471,Automatic data processing machines and units,0.5
8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.5
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4993
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4993
8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4992
7616,Aluminium: nails and articles,9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4991
7616,Aluminium: nails and articles,8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",0.4988
7204,Ferrous waste and scrap and Ferrous products,8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.4986
8481,"Valves and Taps, cocks, valves and similar appliances",8906,Vessels: warships and other,0.4985
3923,Plastics and Ethylene polymers,7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",0.4984
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4983
7325,Iron and Iron or steel,7616,Aluminium: nails and articles,0.4982
2106,Protein and Food preparations,8422,Dish washing machines and Machinery,0.498
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",8486,"Machines for semiconductor, flat panel display and mask manufacture",0.4979
7616,Aluminium: nails and articles,9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.4976
8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.4974
8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",8538,Electrical apparatus: parts for switchboards and control panels,0.4974
8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",8544,"Insulated electric conductors: winding wire, co-axial cable and other co-axial electric conductors, and others",0.4973
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",8471,Automatic data processing machines and units,0.4972
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8465,"Machine-tools: for working wood, cork, bone, hard rubber",0.4968
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",9401,Seats and Seat,0.4967
9404,"Mattress supports, Mattresses, Sleeping bags and Bedding and similar furnishing articles",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4964
8409,"Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines), parts, and others",8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",0.4962
8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",8707,"Vehicle bodies, including cabs",0.496
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",0.4959
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,8421,Centrifuges and Machinery,0.4955
4823,"Paper and paperboard, Paper pulp and Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres",4901,"Printed matter: in single sheets, dictionaries and books",0.495
7309,"Iron or steel reservoirs and tanks, over 300l",7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,0.4948
8421,Centrifuges and Machinery,9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4946
8415,Air conditioning machines,8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",0.4945
9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4944
2106,Protein and Food preparations,8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",0.4943
8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",8529,Aerials and parts for transmission or reception apparatus,0.4943
8481,"Valves and Taps, cocks, valves and similar appliances",8538,Electrical apparatus: parts for switchboards and control panels,0.4938
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.4937
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4936
8465,"Machine-tools: for working wood, cork, bone, hard rubber",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4933
8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.4933
2517,"Pebbles, gravel, broken or crushed stone, Macadam of slag, dross or similar industrial waste, Tarred macadam and Stones",6904,"Ceramic building bricks and Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)",0.4932
7616,Aluminium: nails and articles,9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.4928
7204,Ferrous waste and scrap and Ferrous products,8415,Air conditioning machines,0.4923
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",0.4922
5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4922
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.492
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8538,Electrical apparatus: parts for switchboards and control panels,0.492
8415,Air conditioning machines,8481,"Valves and Taps, cocks, valves and similar appliances",0.4917
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.4915
2203,Beer: made from malt,9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4914
7204,Ferrous waste and scrap and Ferrous products,8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4914
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.4911
8421,Centrifuges and Machinery,8534,Circuits: printed,0.4911
9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.4909
8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",8534,Circuits: printed,0.4909
8471,Automatic data processing machines and units,8538,Electrical apparatus: parts for switchboards and control panels,0.4908
8418,"Refrigerators and freezers, Refrigerators, Freezers, Furniture incorporating refrigerating or freezing equipment, Heat pumps, and others",8426,Cranes and Cranes and derricks,0.4907
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.4906
8542,Electronic integrated circuits and Parts of electronic integrated circuits,9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.4905
8422,Dish washing machines and Machinery,8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.4901
8409,"Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines), parts, and others",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.49
8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.4898
8474,"Machines: mineral sorting, crushing and mixing",9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.4894
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",9402,Chairs and Furniture,0.4891
8707,"Vehicle bodies, including cabs",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4886
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8426,Cranes and Cranes and derricks,0.4882
8538,Electrical apparatus: parts for switchboards and control panels,9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4882
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.4881
8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.488
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.4876
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4875
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8421,Centrifuges and Machinery,0.4873
0305,Fish meal and Fish,2203,Beer: made from malt,0.4873
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",0.487
9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",9402,Chairs and Furniture,0.4866
8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.4863
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.4862
8538,Electrical apparatus: parts for switchboards and control panels,9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.486
8471,Automatic data processing machines and units,9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4857
2106,Protein and Food preparations,8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",0.4854
2106,Protein and Food preparations,8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",0.4853
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,0.4853
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4853
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4848
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",0.4845
8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.4841
3401,"Soap and organic surface-active products, Soap, and others",8518,"Microphones and stands therefor, Loudspeakers, and others",0.4836
8517,Telephones and other communication apparatus,8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.4835
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.4832
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",0.4827
8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",8486,"Machines for semiconductor, flat panel display and mask manufacture",0.4826
9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.4825
8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",9405,"Chandeliers and other electric ceiling or wall light fittings, Lamps, electric, Lighting sets, Lamps and light fittings, and others",0.4823
9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.4823
8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4815
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",9506,"Skis, Ski-fastenings (ski-bindings), Snow-ski equipment, Sailboards, Water sport equipment, Golf clubs, Golf balls, Golf equipment, and others",0.4815
8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.4811
8207,"Tools, interchangeable: rock drilling or earth boring tools and (for machine or hand tools, whether or not power-operated)",8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.4811
8517,Telephones and other communication apparatus,8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.4811
8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",9402,Chairs and Furniture,0.481
3925,Plastics: builders' ware,9018,"Medical, surgical instruments and appliances, Dental instruments and appliances, Ophthalmic instruments and appliances, and others",0.4809
8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",8544,"Insulated electric conductors: winding wire, co-axial cable and other co-axial electric conductors, and others",0.4808
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.4807
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",0.4803
8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.4803
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8902,"Fishing vessels, factory ships and other vessels: for processing or preserving fishery products",0.4801
2106,Protein and Food preparations,8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",0.4799
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,8518,"Microphones and stands therefor, Loudspeakers, and others",0.4797
8529,Aerials and parts for transmission or reception apparatus,8544,"Insulated electric conductors: winding wire, co-axial cable and other co-axial electric conductors, and others",0.4792
7419,"Copper: chain and parts thereof, cast and articles",7616,Aluminium: nails and articles,0.4784
2106,Protein and Food preparations,8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.4783
